vendor,category_level_1,category_level_2,category_level_3,highest_category,product,price in $,shipping_from,shipping_to
FENDI,Drugs and Chemicals,,,Drugs and Chemicals,56gr of Utopia Haze - Barney Coffeeshop Import/ HQ,631.28,United Kingdom,United Kingdom
Pharmacy1,Drugs and Chemicals,,,Drugs and Chemicals,Viagra / Cenforce 100mg x 30 pills. Free shipping.,41.00,United States,United States
mouquetfarm,Drugs and Chemicals,Psychedelics,Mushrooms,Mushrooms,Magic Mushroom microdose capsules 125mg TRIAL PACK,28.48,Australia,Australia
jnenfrancis,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,3.5G KETAMA GOLD HASH **FREE UK DELIVERY**,42.43,United Kingdom,Worldwide
OrganicValley,Drugs and Chemicals,Psychedelics,Mushrooms,Mushrooms,5x Milk Magic Chocolate Bars,132.00,United Kingdom,Worldwide
PitStopUK,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,2g Tropical Haze AAAA++ - UK,37.50,United Kingdom,United Kingdom
ghostbusterz,Drugs and Chemicals,Ecstasy,MDMA,MDMA,20gr MDMA CHAMPAGNE ROCKS,142.37,Germany,Worldwide
theworldisyours6,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,20g Pure Bolivian Cocaine! Best on Darknet!,003.88,Spain,Worldwide
meds4ed,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,HydroxyChloroquine 200mg Pills X 10 Pack Free Ship,40.00,United States,United States
underlinecost,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,BC Kush - 28g (Hydro),262.35,Australia,Australia
dmtking,Drugs and Chemicals,Psychedelics,DMT,DMT,"0,5 GRAM DMT ( GOLDEN DREAM)",30.85,,Worldwide
CannaComp,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,Premium Strains 100 G.,806.77,Germany,Germany
doctor_upper,Drugs and Chemicals,Stimulants,,Stimulants,Dexamphetamine / dexedrine 10 mg 120 tablets,379.66,Netherlands,Worldwide
Island_Paradise,Drugs and Chemicals,Ecstasy,Pills,Pills,[500x] ★ XTC PURPLE MYBRAND 280MG MDMA ★,593.21,Germany,Worldwide
frankmatthews7,Drugs and Chemicals,Cannabis & Hash,,Cannabis & Hash,1 pound wedding cake hi-grade /,350.00,Canada,North America
TCS13579,Drugs and Chemicals,Cannabis & Hash,Synthetic,Synthetic,K2/SPICE/SYNTHETIC CANNIBINOID PAPER (Triple Dip),100.00,United Kingdom,Worldwide
NextLevel,Drugs and Chemicals,Psychedelics,LSD,LSD,3x Hoffman LSD 250UG WorldWide Shipping + Freebie!,23.73,Netherlands,Worldwide
bcdrugs,Drugs and Chemicals,Cannabis & Hash,Edibles,Edibles,ORANGE CANNA SODA 25MG NANO THC,12.04,Canada,Canada
HilfigerOriginal,Drugs and Chemicals,Opiates,Oxycodone,Oxycodone,[USA-USA] Pressed oxycodone (M30) 500 pills,000.00,United States,United States
gigglytities,Drugs and Chemicals,Stimulants,Meth,Meth,28 Grams Of Top Quality Premium AAA+++ Meth,400.00,United States,North America
pharmatec,Drugs and Chemicals,Benzos,Pills,Pills,PFIZER XANAX - 1MG ALPRAZOLAM - 75 Tabs - 75 GBP,104.17,United Kingdom,Worldwide
maurelius,Drugs and Chemicals,,,Drugs and Chemicals,3.5g Moon Rocks,218.76,United Kingdom,Europe
ghostbusterz,Drugs and Chemicals,Ecstasy,MDMA,MDMA,10gr MDMA CHAMPAGNE ROCKS,77.12,Germany,Worldwide
TheBodyShop,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,LISINOPRIL (Prinivil) Lispro 10mg 50 tabs,35.00,India,Worldwide
BestBudz,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,"CALI HASH 4 x 3,5gr ICE-O-LATOR PREMIUM CALI WEED",711.86,Germany,Germany
MadeInFrance,Drugs and Chemicals,Benzos,Pills,Pills,Mirtazapine (Norset) 20 x 15 mg,35.59,France,Worldwide
TheRxPharma,Drugs and Chemicals,,,Drugs and Chemicals,55tabs modvigil 200 mg US fast ship with tracking,210.00,United States,United States
TheHighCollective,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,*SPECIAL* 2gr/$15 California indoor hydro,15.00,United States,"North America, Belgium, Switzerland, Germany, Denmark, Spain, Finland, France, United Kingdom, Greece, Guam, Ireland, Isle of Man, British Indian Ocean Territory, Iceland"
TheOnlyPlugYouNeed,Drugs and Chemicals,Opiates,,Opiates,Perc (5mg TEC) 500 PC ★QUALITY PRESS★,204.00,Canada,Canada
ezinpharma,Drugs and Chemicals,Benzos,,Benzos,500 x 3.5mg GREEN XANAX (Hulk)..USA - USA,670.00,United States,United States
MedicalCenter,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,Sunset Sherbet High Quality A+++ 10 G,130.51,Germany,Europe
CafeNero,Drugs and Chemicals,Stimulants,Adderal,Adderal,ADDERALL 30 MG 25X TEVA PHARMA GRADE,200.00,United States,United States
maurelius,Drugs and Chemicals,Cannabis & Hash,,Cannabis & Hash,28g Amnesia Haze 218.4£,303.35,United Kingdom,Europe
premierpharma,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,zomorph 10mg x 20 caps,68.06,United Kingdom,United Kingdom
WA2018,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,1oz/28g platinum kush AAA+ INDOOR WEED,125.00,United States,United States
aliexpresss,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,HIGH QUALITY A+ Cocaine 5 Grams FAST SHIPPING!!,325.00,United States,United States
DopamineDealer,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,250mg 3-HO-PCP Powder,187.39,Australia,Australia
BestBudz,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,50gr AMNESIA HAZE PREMIUM BIO WEED (SELFMADE),682.20,Germany,Germany
Apidae,Drugs and Chemicals,Psychedelics,DMT,DMT,2g (2000mg) NN DMT,176.54,Australia,Australia
topmoneymaker,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,Skywalker OG LIGHT DEP 4 oz,400.00,United States,United States
Hofmanncrew,Drugs and Chemicals,Psychedelics,LSD,LSD,[PROMO] EU-WW 85x 200ug THE HOLY FAMILY,141.17,Netherlands,Worldwide
California420Service,Drugs and Chemicals,Cannabis & Hash,Edibles,Edibles,WYLD Marionberry Indica Enhanced Gummies 100mg,50.00,United States,Worldwide
Discover,Drugs and Chemicals,Stimulants,Adderal,Adderal,Adderall | 30MG IR Tabs x5,95.00,United States,United States
jnenfrancis,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,50G PP200 HASH **FREE UK DELIVERY**,451.41,United Kingdom,Worldwide
dexterslabs,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,7g 90% Pure Premium Cocaine Coke Top Quality AAA,694.47,United Kingdom,United Kingdom
SoldGold,Drugs and Chemicals,Cannabis & Hash,Edibles,Edibles,1 Free Sample Nerds Rope Edibles 200mg THC,1.00,United States,United States
RoyalMailer,Drugs and Chemicals,Cannabis & Hash,Vaping,Vaping,2x Mango Haze THC Vape Juice 10ml - UK,97.23,United Kingdom,Worldwide
TheBodyShop,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,+EUROPE RETAIL+ VIAGRA (sildenafil) 200 Tabs 100mg,89.00,Netherlands,Worldwide
GermanMasters,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,25GR || PURE UNCUT COCAINE FISHSCALE 92%,720.32,Germany,Europe
WizardryGoodies,Drugs and Chemicals,Cannabis & Hash,Vaping,Vaping,x20 94% Exotic Distillate Cali Carts,076.45,United Kingdom,United Kingdom
drugsincuk,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,Premium Monster Cookies 3.5 grams,55.56,United Kingdom,United Kingdom
Pygmalion,Drugs and Chemicals,Psychedelics,DMT,DMT,2g Changa Mild 30% DMT,75.93,Germany,Worldwide
happymates,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,MYSTERY BOX AT LEAST 56G CHEAPEST ON MARKET!,500.02,United Kingdom,United Kingdom
kandykones,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,125g Canada import blue dream - UK ONLY,111.16,United Kingdom,United Kingdom
superwave,Drugs and Chemicals,Benzos,Pills,Pills,US-to-US *S903* 50x 100% Alprazolam Xanax Bars,129.00,United States,United States
MedicineMan420,Drugs and Chemicals,Cannabis & Hash,,Cannabis & Hash,14G Amnesia Haze,166.67,United Kingdom,United Kingdom
MixedArbilyDE,Drugs and Chemicals,Benzos,Pills,Pills,5 x 5mg Xanax Red Devil Bars (Worldwide Delivery),23.73,Germany,Worldwide
RoyalMailer,Drugs and Chemicals,Ecstasy,Pills,Pills,500x Green Heineken XTC 200mg IMPORT - UK,423.67,United Kingdom,United Kingdom
auspride,Drugs and Chemicals,,,Drugs and Chemicals,Ketamine Crystals 93% Dutch Import - 2 Grams,263.10,Australia,Australia
tig3r,Drugs and Chemicals,,,Drugs and Chemicals,"3.5g Sour Diesel, High THC (UK-UK) non-tracked",45.84,United Kingdom,United Kingdom
ChuckNorrisTeam,Drugs and Chemicals,Opiates,Oxycodone,Oxycodone,10x Oxycodone M30,97.23,United Kingdom,Worldwide
BestBudz,Drugs and Chemicals,Cannabis & Hash,Seeds,Seeds,ZKITTLEZ SEEDS 10 x - FEMINIZED - CALI USA,35.59,Germany,Germany
topmoneymaker,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,AFGHAN KUSH 1 oz,120.00,United States,United States
DoctorXXL,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,Ketamine S-Isomer *Top Quality!* 8 Gram DoctorXXL,205.25,Germany,Worldwide
powsub000,Drugs and Chemicals,Opiates,Buprenorphine,Buprenorphine,21 SUBUTEX 8mg PILLS BUPRENORPHINE,215.93,France,Worldwide
TheBodyShop,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,ISOTRETINOIN (Accutane) Signatret 20mg 50 tabs,25.00,India,Worldwide
Island_Paradise,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,[25 GRAMS] ★ KETAMINE HIGH QUALITY NEEDLE ★,355.93,Germany,Worldwide
drogenbauer,Drugs and Chemicals,Stimulants,Speed,Speed,20gr SPEED AMPHETAMINE PASTE AAA+++TRACKING EUROPE,39.15,Germany,Worldwide
SteroidWarehouse,Drugs and Chemicals,Steroids,,Steroids,Cabergoline – 20 tb/0.25 mg – SP - exp. 11/2022,71.19,Netherlands,Worldwide
DutchDrugTrapper,Drugs and Chemicals,Opiates,,Opiates,1X FENTANYL AUROBINDO PATCH 100MG BIGGEST SUPPLIER,83.05,Netherlands,Worldwide
maurelius,Drugs and Chemicals,Cannabis & Hash,,Cannabis & Hash,28g Star Dawg 202£,280.57,United Kingdom,Europe
SmartStore,Drugs and Chemicals,Benzos,,Benzos,Ksalol (Xanax Alprazolam/Galenika) 60 tabs x 1 mg,41.53,Bulgaria,"Europe, Oceania"
EUROSHOPPER,Drugs and Chemicals,Ecstasy,MDMA,MDMA,25g PURE MEPHEDRONE 4-MMC,237.29,Germany,Europe
auspride,Drugs and Chemicals,Ecstasy,MDMA,MDMA,Festival Pack 7 - MDMA and Ketamine,450.40,Australia,Australia
Smurf-house,Drugs and Chemicals,Psychedelics,,Psychedelics,20g Magic Truffles - Psilocybe Tampanensis,44.45,United Kingdom,United Kingdom
ASAPRockyMDMA,Drugs and Chemicals,Ecstasy,MDMA,MDMA,50 x MDMA capsules 230 mg 83% pure,135.00,Netherlands,Worldwide
Trapgod,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,3 x Blister (=12 Tabs) Viagra/Sildenafil 100mg,85.42,Germany,Germany
California420Service,Drugs and Chemicals,Cannabis & Hash,Vaping,Vaping,Raw Garden Slurmberry Refined Live Resin 1.0g Cart,170.00,United States,Worldwide
California420Service,Drugs and Chemicals,Cannabis & Hash,Vaping,Vaping,JETTY extracts MAUI WOWIE PAX ERA .5g POD SATIVA,120.00,United States,Worldwide
uk1day,Drugs and Chemicals,Ecstasy,MDMA,MDMA,3.5G PURE MDMA 91% HIGHGRADE,77.78,United Kingdom,Worldwide
ScotchAndCoca,Drugs and Chemicals,Stimulants,Meth,Meth,10 gram Crystal Meth (98%),354.74,Netherlands,Worldwide
PitStopUK,Drugs and Chemicals,Cannabis & Hash,Vaping,Vaping,1x Gelato 33 Cali 5000mg XTREME 5ML VAPE LIQUID,83.34,United Kingdom,Worldwide
tomandjerry,Drugs and Chemicals,Ecstasy,MDMA,MDMA,100 grams High Quality MDMA [84%],949.00,Netherlands,Worldwide
superdrugs,Drugs and Chemicals,Cannabis & Hash,Edibles,Edibles,2 PACK GUMMYS bears.  £10  intro offer,13.89,United Kingdom,Worldwide
NewAmsterdam,Drugs and Chemicals,Ecstasy,Pills,Pills,2000x - XTC GRENADES 300MG MDMA -SUPERSTRONG PILLS,728.79,Netherlands,Europe
mas220,Drugs and Chemicals,Psychedelics,Mushrooms,Mushrooms,Albino Penis Envy (20 x 300mg Capsules Shrooms),40.00,Canada,Worldwide
kdw247,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,★★★25g BEST AMNESIA HAZE 26%THC Premium Quality★★★,249.15,Germany,Europe
drugsincuk,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,Premium Monster Cookies 7 GRAMS,97.23,United Kingdom,United Kingdom
PitStopUK,Drugs and Chemicals,Cannabis & Hash,Vaping,Vaping,5x Gelato 33 Cali 5000mg XTREME 5ML VAPE LIQUID,277.79,United Kingdom,Worldwide
sadat,Drugs and Chemicals,Cannabis & Hash,Hash,Hash,5gr HQ Ketama Hash Top Quality AAA+++ EU2EU,53.39,Spain,Europe
OPENLINE,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,Ultra Pure Colombian Cocaine 92% (2 Grams),215.29,United Kingdom,United Kingdom
TOMOROWLAND,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,1G Huallaga Valley cocaine 92-94% fishscale,85.00,United States,United States
AmsterdamNL,Drugs and Chemicals,Ecstasy,,Ecstasy,🇩🇪 100x ★★ XTC PHILLIP PLEIN 300MG MDMA ★★,166.10,Germany,Europe
SharkTank,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,Girl Scout Cookies Greenhouse Flower 4oz,320.00,United States,United States
cokespecialist,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,28G COKESPECIALIST STRONG SOCIABLE COCAINE UK-NDD,229.22,United Kingdom,Worldwide
California420Service,Drugs and Chemicals,Cannabis & Hash,Vaping,Vaping,ROVE BELLINI HYBRID 0.525G VAPE CART,80.00,United States,Worldwide
Thedutchconnect,Drugs and Chemicals,Opiates,Heroin,Heroin,2 GR Heroin#3 Turkish (UNCUT) SUPER STRONG,52.20,Netherlands,Worldwide
auspride,Drugs and Chemicals,Steroids,,Steroids,Thyro3 Lyothyronine Sodium BP,21.74,Australia,Australia
leavehonest07,Drugs and Chemicals,Benzos,,Benzos,Xanax Bars Alprazolam 50pc,140.00,United States,United States
RoyalMailer,Drugs and Chemicals,Cannabis & Hash,Vaping,Vaping,1x Grapefruit Mint THC Vape Juice 1000ml - UK,486.13,United Kingdom,Worldwide
AtlasAnabolics,Drugs and Chemicals,Steroids,,Steroids,TESTOSTERONE CYPIONATE - 250mg/ml,35.00,United States,United States
Akhenaten,Drugs and Chemicals,Stimulants,Meth,Meth,Crystal Meth 4 Ounces,159.00,United States,United States
cannacabana,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,28G/ 1OZ of Blue Dream Dispensary Grade,200.00,United States,United States
MadeInFrance,Drugs and Chemicals,Benzos,Pills,Pills,Nozinan (Lévomépromazine) 10 x 100 mg,18.98,France,Worldwide
kandykones,Drugs and Chemicals,Cannabis & Hash,Vaping,Vaping,Wedding Cake THC VAPE JUICE 1000MG 2LITR - WW,083.42,United Kingdom,United Kingdom
MyNarcotics,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,🇩🇪 5GR COLOMBIAN (FLAKES)COCAINE 🇩🇪,355.93,Germany,Worldwide
mctavish,Drugs and Chemicals,Cannabis & Hash,Edibles,Edibles,25x Edibles Mix and Match THC 500mg 600mg,290.00,United States,United States
WhiteList,Drugs and Chemicals,Stimulants,Speed,Speed,2 GRAMS SPEED POWDER,110.00,United States,United States
PitStopUK,Drugs and Chemicals,Psychedelics,LSD,LSD,5x LSD 150UG IMPORT AAA+ - UK STOCK,55.56,United Kingdom,United Kingdom
DrugzFromNL,Drugs and Chemicals,Opiates,Heroin,Heroin,4gr GOOD Quality Heroin #3  60-70%,76.00,Netherlands,Worldwide
drugsukstore,Drugs and Chemicals,,,Drugs and Chemicals,5G 90% COLOMBIAN UNCUT COCAINE,506.97,United Kingdom,Worldwide
FGWL,Drugs and Chemicals,Opiates,Heroin,Heroin,100gr. High Quality pure HEROIN #3 Light brown,906.75,Germany,Europe
ukcartel1,Drugs and Chemicals,Ecstasy,Pills,Pills,5x Robot MDMA pills 250MG,34.72,United Kingdom,United Kingdom
ozconnection,Drugs and Chemicals,Opiates,Heroin,Heroin,*REGULAR* 0.5 gram White Heroin AUSTRALIA,200.00,Australia,Australia
superdrugs,Drugs and Chemicals,Cannabis & Hash,,Cannabis & Hash,1.7g  JAMAICAN  BLOCK WEED   £7.5,10.42,United Kingdom,Worldwide
DCUKConnection,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,28G Amnesia Haze,277.16,United Kingdom,United Kingdom
BestBudz,Drugs and Chemicals,Cannabis & Hash,Seeds,Seeds,BRUCE BANNER 250 x SEEDS - FEMINIZED - CALI USA,296.61,Germany,Germany
DCUKConnection,Drugs and Chemicals,Psychedelics,DMT,DMT,0.5G Changa (DMT Infused),69.45,United Kingdom,United Kingdom
StrainPirate,Drugs and Chemicals,Psychedelics,Mushrooms,Mushrooms,1x Psilocybin Chocolate Bar,40.00,United States,United States
California420Service,Drugs and Chemicals,Cannabis & Hash,Edibles,Edibles,SMOKIEZ FRUIT CHEWS 6 PACK BUNDLE,280.00,United States,Worldwide
pureau,Drugs and Chemicals,Dissociatives,GBL,GBL,GBL - 25ML - HIGH GRADE EUROPEAN IMPORT,149.91,Australia,Australia
MrWhite247,Drugs and Chemicals,Cannabis & Hash,,Cannabis & Hash,1ML SYRINGE RICK SIMPSON OIL,41.53,,Europe
kamagra4bitcoin,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,"Super Kamagra 100 mg x 100 pills, 25 blisters box",160.17,,"Europe, United States"
cerberusuk,Drugs and Chemicals,,,Drugs and Chemicals,Cerberus Pharma Lean Mass 300 Blend x 10ml,50.00,United Kingdom,Worldwide
ChuckNorrisTeam,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,28G Mango Haze Medium Quality Bud,218.06,United Kingdom,Worldwide
greenleafde,Drugs and Chemicals,Stimulants,Speed,Speed,5G Uncut Speed Paste AAA+++ Premium,17.80,Germany,Worldwide
superdrugs,Drugs and Chemicals,,,Drugs and Chemicals,28g Mcat meow meow SPECIAL OFFER £270,375.02,United Kingdom,Worldwide
drkend,Drugs and Chemicals,,,Drugs and Chemicals,Buy AKB48CH Online ( 500 g),750.00,Canada,Worldwide
pharmacy8170,Drugs and Chemicals,Opiates,,Opiates,Tapendatol 200mg  100 pills for $100,100.00,United Kingdom,Worldwide
SoldGold,Drugs and Chemicals,Cannabis & Hash,Edibles,Edibles,20 Nerds Rope Edibles 200mg THC Top Tier,45.00,United States,United States
DCUKConnection,Drugs and Chemicals,Psychedelics,DMT,DMT,1G DMT Powder,166.67,United Kingdom,United Kingdom
F1restart3r,Drugs and Chemicals,,,Drugs and Chemicals,David's Tool Kit,1.00,,
TheRxPharma,Drugs and Chemicals,,,Drugs and Chemicals,10 pills modafinil 200 mg us-us SIGNATURE 45$,45.00,United States,United States
ElizabethQueen2,Drugs and Chemicals,Benzos,,Benzos,1000x Pills 2mg Original Xanax *** ElizabethQueen2,972.26,United Kingdom,United Kingdom
El-Chapo,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,14g - EL-CHAPO'S SOCIAL COCAINE - FREE DELIVERY,048.64,United Kingdom,United Kingdom
kingalpha,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,200GRDutch AMNESIA SUPERHAZE 26% THC FREE SHIPPING,305.05,Germany,Europe
PremierLeague,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,7g Hazelnut Cream,90.28,United Kingdom,United Kingdom
BcBudGod,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,AAA Gorilla Glue 5 448Grams(16oz),995.00,Canada,"Canada, United States"
wispa,Drugs and Chemicals,Ecstasy,MDMA,MDMA,2G Platinum MDMA,20.83,United Kingdom,"Asia, Europe"
meds4ed,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,HydroxyChloroquine 200mg Pills X 10 Pack Free Ship,40.00,United States,United States
PostNL,Drugs and Chemicals,Psychedelics,LSD,LSD,25 x 250ug LSD tabs (blotters),105.59,Netherlands,Netherlands
Narco24,Drugs and Chemicals,Psychedelics,LSD,LSD,25x LSD Vendetta 250 microgram,88.98,Germany,Europe
spaindutch,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,3g Ketamine Crystal Needles 99% Pure S Isomer,59.32,Spain,Worldwide
Drugeroo,Drugs and Chemicals,Ecstasy,Pills,Pills,2mg Xanax 10 Bars,8.99,United Kingdom,Worldwide
boomshankar,Drugs and Chemicals,Ecstasy,,Ecstasy,1 gr 4-FA  turbo molly uk shipped no track,55.00,United Kingdom,Worldwide
amsterdamxpress,Drugs and Chemicals,,,Drugs and Chemicals,*8 GRAM* Crystal Meth shards 86% -AmsterdamXpress-,351.18,,Worldwide
GreenConnection,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,20g ★ CARAMEL ICE ★ Top Shelf Indoor,177.95,Spain,Europe
EUCarder,Drugs and Chemicals,Ecstasy,MDMA,MDMA,3.5G DUTCH MDMA CHAMPAGNE MOONROCK (85-87% purity),365.00,United States,United States
PianoKeyz,Drugs and Chemicals,Ecstasy,,Ecstasy,X100 PARTYPAK Blue Dolphins 100mg,250.00,United States,United States
WizardryGoodies,Drugs and Chemicals,Cannabis & Hash,Edibles,Edibles,x50 600mg Distillate Made White/dark Twix Edibles,694.47,United Kingdom,United Kingdom
ElizabethQueen2,Drugs and Chemicals,Cannabis & Hash,,Cannabis & Hash,7g Amensia Haze ***ElizabethQueen2***,55.56,United Kingdom,United Kingdom
reflexlabs,Drugs and Chemicals,Prescriptions Drugs,,Prescriptions Drugs,30 x Ritalin Methylphenidate 10 mg sandoz mylan,59.32,Belgium,Europe
drugshub,Drugs and Chemicals,Dissociatives,Ketamine,Ketamine,25Gr 'KETAMINE' HQ DUTCH S-Isomer Powder-KETA,563.55,Netherlands,Worldwide
actioneu,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,50gr Bolivian Cocaine - 91% PURE BEST COCAINE,262.68,Netherlands,Worldwide
happymates,Drugs and Chemicals,Cannabis & Hash,Buds & Flowers,Buds & Flowers,14g Mandarin Sunset IMPORT SPAIN FREE NDD,180.56,United Kingdom,United Kingdom
Narco24,Drugs and Chemicals,Psychedelics,2C-B,2C-B,25x 2-cb 20 mg,74.15,Germany,Europe
roidhub,Drugs and Chemicals,Steroids,,Steroids,**USA2WW** 15ML Trenbolone Enanthate (30% SALE),29.00,United States,Worldwide
cokespecialist,Drugs and Chemicals,Ecstasy,MDMA,MDMA,3.5G **MDMA COKESPECIALIST** 92% DUTCH CLASSIC,77.78,United Kingdom,Worldwide
maurelius,Drugs and Chemicals,Cannabis & Hash,,Cannabis & Hash,14g Purple Haze  |  £144  |,200.01,United Kingdom,Europe
NewAmsterdam,Drugs and Chemicals,Ecstasy,Pills,Pills,2000x - XTC GRENADES 300MG MDMA -SUPERSTRONG PILLS,728.79,Netherlands,Europe
DrBlow,Drugs and Chemicals,Psychedelics,Mushrooms,Mushrooms,1 Oz Penis Envy Shrooms! USA-USA,230.00,United States,United States
PlanetHollywood,Drugs and Chemicals,Ecstasy,MDMA,MDMA,2g DUTCH MOONROCKS MDMA,170.00,United States,United States
imcaptainplanet,Drugs and Chemicals,Stimulants,Cocaine,Cocaine,28g 85% COLUMBIAN COKE - ROCKS! SHINY - A GRADE,947.09,Australia,Australia
LucySkyDiamonds,Drugs and Chemicals,Psychedelics,LSD,LSD,200 x drops lsd 125ug in 2 Vial,699.00,United Kingdom,Worldwide
